Section Name,Item Name,Comment Name,Comment Text,"Comment Type (info, limit, defect)","Category (-1: Low, 0: Med, 1: High)",Multiple Choice Options (comma-separated),"Unit Type Options (numeric answers only, comma-separated)",Recommendation (from list),Order (w/i item),"Answer Type (boolean, checkbox, date, number, range, text)",Default Value,"Default Value 2 (for ""range"" types)","Default Unit Type (for ""number"" and ""range"" types)",Default Location,Default Estimate Min,Default Estimate Max,Locked,Simple Format,Disable Photos,Uses,Default Photo 1,Default Photo 1 Caption,Default Photo 2,Default Photo 2 Caption,Default Photo 3,Default Photo 3 Caption,Default Photo 4,Default Photo 4 Caption,Default Photo 5,Default Photo 5 Caption,Default Photo 6,Default Photo 6 Caption,Default Photo 7,Default Photo 7 Caption,Default Photo 8,Default Photo 8 Caption,Default Photo 9,Default Photo 9 Caption,Default Photo 10,Default Photo 10 Caption,Last Modified
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): GFCI did not re-set,An exterior ground fault circuit interrupter (GFCI) electrical receptacle responded to the testing device but failed to re-set. GFCI protection is designed to prevent electric shock/electrocution. This receptacle should be brought into good working order by a qualified electrical contractor.,defect,0,,,electrician,60,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): GFCI Did not respond,An exterior ground fault circuit interrupter (GFCI) electrical receptacle did not respond to the test button.  GFCI protection is designed to prevent electric shock/electrocution. It should be brought into good working order by a qualified electrical contractor.,defect,0,,,electrician,61,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): GFCI weak response ,An exterior ground fault circuit interrupter (GFCI) electrical receptacle responded weakly to testing. GFCI protection is designed to prevent electric shock/electrocution. The exterior GFCI receptacles should be brought into good working order by a qualified electrical contractor.,defect,0,,,electrician,63,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): hot and ground reversed,An exterior electrical receptacle had hot and ground wires reversed. This hazardous condition should be corrected immediately by a qualified electrical contractor.,defect,1,,,electrician,64,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): hot and neutral reversed,An exterior electrical receptacle had hot and neutral wires reversed. The is a hazardous condition and should be corrected immediately by a qualified electrical contractor.,defect,1,,,electrician,65,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): inappropriate conductor type,Exterior wiring was exposed to weather and was of a type not designed for exterior use. This wiring will fail sooner than wiring designed for exterior use and is a potential fire hazard. All such wiring should be replaced by a qualified electrical contractor with wiring designed for exterior use.,defect,1,,,electrician,66,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): interior JB installed outside ,"A junction box designed for interior installation only was located in an exterior area unprotected from weather.  This installation may result in moisture degradation of the electrical components inside the box, a potential electrical shock/electrocution/fire hazard. This junction box should be replaced with a weatherproof box designed for exterior installation.",defect,1,,,electrician,67,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): missing j-box cover,An exterior-mounted junction box was missing a cover and energized electrical components were exposed to touch and weather. This condition result in degraded electrical connections (a potential fire hazard) and personal contact with energized electrical components (a potential electrical shock/electrocution hazard). An approved  junction box cover should be installed.,defect,1,,,electrician,68,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): no weather protection,"Exterior receptacles were not protected from weather. Exposure to moisture can degrade electrical connections, a potential fire hazard. This condition should be corrected by a qualified electrical contractor.",defect,0,,,electrician,70,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): no weather protection or GFCI,Exterior receptacles were not protected from weather and had no ground fault circuit interrupter (GFCI) protection. GFCI protection is designed to prevent electric shock/electrocution.  You should consult with a qualified electrical contractor to discuss options and costs for installation of these safety features.,defect,0,,,electrician,71,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): not designed for aluminum,"Although branch wiring included solid aluminum wiring, the exterior electrical receptacles were not designed for use with solid aluminum conductors. This condition is a potential fire hazard and should be corrected by a qualified electrical contractor.",defect,1,,,electrician,69,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): open grounds,"Exterior electrical receptacles had an open grounds, indicating that no equipment grounding conductors were installed. This is considered outdated and lacks some safety features provided by modern, 3-wire electrical systems that have equipment grounding conductors. You should consult with a qualified electrical contractor to discuss the necessity, options, and cost for updating the exterior receptacles.",defect,0,,,electrician,72,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): open neutral,"An exterior electrical receptacle had an open neutral, a potential fire/electric shock hazard. This condition should be corrected immediately by a qualified electrical contractor.",defect,0,,,electrician,73,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): parking receptacle inoperable,An electrical receptacle at the parking area designed to provide power for plugging in a vehicle engine block heater was inoperable. It should be brought into good working order by a qualified electrical contractor.,defect,1,,,electrician,74,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): some conventional inoperable,Some exterior conventional electrical receptacles were inoperable. They should be brought into good working order by a qualified electrical contractor.,defect,1,,,electrician,75,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles (exterior): ungrounded, no weather protection (consult)","The exterior electrical receptacles were an obsolete, ungrounded type with no weather protection. For safety reasons, you should consult with a qualified electrical contractor to discuss options and costs for upgrading these receptacles.",defect,0,,,electrician,76,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles (exterior): ungrounded, no weather protection (upgrade)","The exterior electrical receptacles were an obsolete, ungrounded type with no weather protection. For safety reasons, upgrade exterior receptacles to grounded receptacles with ground fault circuit interrupter (GFCI) protection, installed in weather-protected covers, installed by a qualified electrical contractor.",defect,0,,,electrician,77,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles (exterior): weather protected- No GFCI,"Although exterior electrical receptacles were enclosed in weatherproof enclosures, they were not protected by Ground Fault Circuit Interrupter (GFCI) protection. GFCI protection is designed to prevent electric shock/electrocution. Updating the existing exterior electrical circuits to include GFCI protection can be done relatively inexpensively. You should contact a qualified electrical contractor to discuss installation of GFCI protection for enhanced electrical safety.",defect,0,,,electrician,78,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: above baseboard heaters,"Electrical receptacles in the home were installed above electric baseboard heaters. This condition may allow electrical cords to come into contact with heating elements. Electrical cords may be damaged by exposure to excessive heat. In addition to being a potential fire hazard, damaged electrical cords are a potential electric shock hazard.",defect,0,,,,52,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: bootleg grounds (multiple),Electrical receptacles had bootleg grounds. A bootleg ground is a potentially hazardous connection made at a receptacle to give the false impression that the receptacle is protected by an equipment grounding conductor when no such conductor exists. All such receptacles should be corrected as necessary by a qualified electrical contractor for safety reasons.Bootleg ground explanation.,defect,1,,,electrician,53,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles: countertop mounted, not approved","Electrical receptacles installed in a countertop were not designed or approved for this use. Receptacles installed facing up should have some means for preventing debris from entering the holes. For safety reasons, any such receptacles should be replaced by a qualified electrical contractor with receptacles approved for countertop installation.",defect,0,,,electrician,55,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: cover plates damaged,Some electrical receptacles had damaged cover plates that should be replaced for safety reasons.,defect,0,,,handyman,56,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: cover plates missing (all),"The electrical receptacles were missing cover plates. This condition left energized electrical components exposed to touch, a potential electric shock/electrocution hazard. Approved cover plates should be installed by qualified personnel.",defect,1,,,handyman,57,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: cover plates missing (some),"Some electrical receptacle cover plates were missing. This condition left energized electrical components exposed to touch, a potential shock/electrocution hazard. Approved cover plates should be installed by qualified personnel.",defect,1,,,handyman,58,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles: floor mounted, loose","Some floor-mounted electrical receptacles were loose. For fire-safety reasons, such receptacles should be corrected by a qualified electrical contractor.",defect,1,,,electrician,79,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: floor-mounted not approved type,"Electrical receptacles installed in the floor were not designed or approved for this use. For safety reasons, any such receptacles should be replaced by a qualified electrical contractor with receptacles approved for floor installation.",defect,1,,,electrician,80,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles: GFCI protection, upgrade recommended","Although the existing ground-fault circuit interrupter (GFCI) protection may have complied with modern requirements when the home was built, protection of additional electrical circuits would need to be installed to comply with modern requirements for new homes. GFCI protection is designed to prevent electric shock/electrocution. You should consult with a qualified electrical contractor to discuss the necessity, options, and costs for installation of additional GFCI protection, typically relatively inexpensive.",defect,0,,,electrician,84,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Service Panel,"Receptacles: GFCI, Challenger breaker recall (1988)","According to the US Consumer Product Safety Commission, some ground fault circuit interrupter (GFCI) electrical breakers manufactured during 1988 and installed in Challenger service panels may be defective and should be replaced. Because of its approximate age, the Challenger electrical service panel may contain defective breakers.  An evaluation should be performed by a qualified electrical contractor to ensure that safe conditions exist.",defect,1,,,electrician,115,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:38
Electrical,Branch Circuits &amp; Devices,"Receptacles: GFCI, multiple failures",Multiple ground fault circuit interrupter (GFCI) electrical receptacles did not respond adequately to testing. GFCI protection is installed to help protect against electric shock/electrocution. GFCI receptacles should be checked and replaced as needed by a qualified electrical contractor.,defect,1,,,electrician,81,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles: GFCI, none installed, older home","No ground fault circuit interrupter (GFCI) protection of electrical receptacles was provided in the home.  GFCI protection is designed to prevent electric shock/electrocution.  Although GFCI protection may not have been required at the time the home was built, installing GFCI protection in locations recommended by modern electrical safety standards and best practices will improve home safety. This can be achieved relatively inexpensively by:1. In each electrical circuit, replacing the receptacle located closest to each overcurrent protection device (usually a breaker) with a GFCI receptacle.2. Replacing the breakers currently protecting particular electrical circuits with GFCI breakers.Learn more here.",defect,0,,,electrician,82,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,"Receptacles: GFCI, none installed, some locations","Some portions of the home in which ground-fault circuit interrupter (GFCI) protection is required by modern best electrical practice had no GFCI protection. GFCI protection is designed to prevent electric shock/electrocution. Installing GFCI protection in these locations can be achieved relatively inexpensively by:1. In each electrical circuit, replacing the receptacle located closest to each overcurrent protection device (usually a breaker) with a GFCI receptacle.2. Replacing the breakers currently protecting particular electrical circuits with GFCI breakers.Learn more here.",defect,0,,,electrician,83,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: ground holes plugged  (some),"Some electrical receptacles had plugged ground holes. For electrical safety reasons, they should be repaired or replaced as necessary by a qualified electrical contractor.",defect,0,,,electrician,85,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:44
Electrical,Branch Circuits &amp; Devices,Receptacles: incompatible with solid aluminum conductors,"Although branch wiring included solid aluminum wiring, electrical devices such as receptacles, switches, and lighting fixtures did not appear to be designed for use with solid aluminum conductors.  Devices approved for use with solid aluminum wiring must be marked CO/ALR, CU-AL, or AL-CU. This condition is a potential fire hazard and should be corrected as necessary by a qualified electrical contractor.",defect,1,,,electrician,86,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: inoperable  (some),Some electrical receptacles in the home were inoperable and should be serviced by a qualified electrical contractor.,defect,1,,,electrician,87,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: loose (some),Some electrical receptacles were loose and moved when plugs were inserted. This condition is a potential fire hazard. Loose outlets should be serviced by a qualified contractor.,defect,1,,,electrician,88,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: many floor mounted,Many interior electrical receptacles were installed in the floor.,info,,,,pro,11,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:43
Electrical,Branch Circuits &amp; Devices,Receptacles: non-GFCI labeled as GFCI-protected,"Electrical receptacles in the home bearing the label ""GFCI-protected"" were not GFCI-protected. These labels should be removed so that those using the affected receptacles are not under the impression that they are protected by a ground fault circuit interrupter (GFCI) system.",defect,1,,,handyman-diy,89,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: not designed for aluminum,"Although branch wiring included solid aluminum wiring, installed electrical receptacles were not designed for use with solid aluminum conductors. Corrections should be made as necessary by a qualified electrical contractor.",defect,0,,,electrician,90,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,"Receptacles: not tamper resistant, less than 5 ft",Some electrical receptacles in the home that were installed at less than 5 feet above the floor were not tamper resistant. For child-safety reasons consider having a qualified electrical contractor replace such receptacles with tamper-resistant receptacles .,defect,0,,,electrician,91,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: open grounds,"Receptacles in the home had had open grounds, indicating that no equipment grounding conductors were installed. This is considered outdated and lacks some safety features provided by modern, 3-wire electrical systems that have equipment grounding conductors. You should consult with a qualified electrical contractor to discuss the necessity, options, and cost for updating the electrical branch wiring.",defect,0,,,electrician,92,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: painted outlets,"Some electrical receptacles had been painted, making insertion of a plug difficult. Such receptacles should be replaced by a qualified electrical contractor.",defect,0,,,electrician,93,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: too few,"The number of electrical receptacles in the home was inadequate by modern standards. Depending on your planned use of the home, you may wish to consult with a qualified electrical contractor to discuss options and costs for the installation of additional receptacles.",defect,0,,,pro,94,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: ungrounded 2-prong,"The home contained old 2-prong electrical receptacles. Because they have no equipment grounding conductor, these receptacles are not considered as safe as modern, 3-prong receptacles that do have an equipment grounding conductor. You should consult with a qualified electrical contractor to discuss the necessity, options, and costs for upgrading branch wiring to include connection to an equipment grounding system.",defect,1,,,electrician,95,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: ungrounded 3-prong,The existing 3-prong electrical receptacles give the incorrect impression that branch wiring is connected to an equipment grounding system. It is not. This condition is a potential electric shock hazard. You should consult with a qualified electrical contractor to discuss options and costs for correction.,defect,1,,,electrician,96,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,Receptacles: ungrounded 3-prong (some),The 3-prong electrical receptacles at some locations in this home give the incorrect impression that they were is connected to- and protected by- a grounding system. Some branch circuits are not. This condition is a potential electric shock hazard. You should consult with a qualified electrical contractor to discuss options and costs for correction.,defect,1,,,electrician,97,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Branch Circuits &amp; Devices,"Receptacles: wiring improper, multiple",Multiple electrical receptacles in the home were improperly wired and should be corrected by a qualified electrical contractor.,defect,1,,,electrician,98,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:45
Electrical,Sub-Panel,"Screws improper type, no interior inspection","One or more screws holding this sub-panel dead front cover in place was a pointed, course-thread type. Pointed, course-thread screws can cut conductors, causing damage that can create electrical arcing (with risk of eye injury and burns), or can energize the metal panel (with risk of electric shock or electrocution). Blunt, fine-thread screws are required for this application. The Inspector did not inspect the sub-panel interior for safety reasons. This condition should be corrected- and the sub-panel interior inspected- by a qualified electrical contractor.",limit,,,,pro,16,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:40
Electrical,Service Panel,Screws: cover screws improper type,"At the electrical service panel, screws securing the front cover were an improper type. Improper screws used in this application have the potential to energize the panel, or cause an arc flash that can result in burns or blindness to those attempting to remove them. This condition should be corrected by a qualified electrical contractor only.",defect,1,,,electrician,116,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:38
Electrical,Service Panel,Screws: cover screws improper type: no panel interior inspection,"Screws securing the front cover of the electrical service panel were an improper type. Improper screws used in this application have the potential to energize the panel, or cause an arc flash that can result in burns or blindness to those attempting to remove them. The panel interior was not inspected. The screws should be replaced and the panel interior inspected by a qualified electrical contractor only.",defect,1,,,electrician,117,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:38
Electrical,Service Panel,Screws: cover screws missing,Scrws were missing from the electrical service panel cover. Missing screws should be replaced by a qualified electrical contractor with screws of a type designed specifically for this purpose and this panel type. The use of improper screws has the potential to energize the panel or cause an arc flash resulting in burns or blindness.,defect,1,,,electrician,118,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:38
Electrical,Service Panel,SE conductors cut to fit into supply bus lugs,"At the service panel, the service entrance conductors were partially cut through to allow them to fit into supply bus lugs too small to receive their full diameter. This reduces the amperage rating of the conductors and is a potential fire hazard. Corrections should be made as necessary by a qualified electrical contractor.",defect,0,,,pro,119,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:38
Electrical,Service Entrance Cables,SEC cut to fit into supply bus lugs,"At the service panel, the service entrance conductors were partially cut through to allow them to fit into supply bus lugs too small to receive their full diameter. This reduces the amperage rating of the conductors and may be a potential fire hazard. Corrections should be made as necessary by a qualified electrical contractor.",defect,0,,,pro,1,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Sub-Panel,Separate Building: bonded neutral is improper,"In a sub-panel located in a building separate from the home, the neutral conductor was bonded to the equipment grounding conductor (EGC). This condition is improper and should be corrected by a qualified electrical contractor.",defect,1,,,electrician,95,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:42
Electrical,Sub-Panel,Separate building: no disconnect,"In a sub-panel located in a building separate from the home, no main disconnect was present as is required by modern electrical safety standards. A proper disconnect should be installed by a qualified electrical contractor.",defect,1,,,electrician,96,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:42
Electrical,Sub-Panel Grounding &amp; Bonding,"Separate structure: 3-wire feed, no grounding electrode","A separate structure had a sub-panel fed by a 3-wire circuit. The panel contained multiple circuits, but no grounding electrode was connected to the neutral bus bar. A grounding electrode should be installed by a qualified electrical contractor.",defect,0,,,pro,15,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:43
Electrical,Sub-Panel Grounding &amp; Bonding,Separate structure: driven rod- OK,"This sub-panel was grounded to a driven rod. The service panel was located remotely from the home. At the time of the inspection, the Inspector observed no deficiencies in the condition of the sub-panel grounding system.",info,,,,pro,1,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:42
Electrical,Service Drop,Service conductors,,info,,"Copper, Aluminum, 3-wire (240V), 2-wire (120V)",,pro,2,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:35
Electrical,Service Entrance Cables,Service entrance cables: materials and ampacity,,info,,"4/0 copper/250 amps, 3/0 copper/220 amps, 2/0 copper/200 amps, 1/0 copper/175 amps, #1 copper/150 amps, #2 copper/125 amps, #3 copper/110 amps, #4 copper/100 amps, 4/0 aluminum/200 amps, 3/0 aluminum/175 amps, 2/0 aluminum/150 amps, 1/0 aluminum/125 amps, #1 aluminum/110 amps, #2 aluminum/100 amps",,pro,0,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Entrance Cables,Service entrance cables: not visible in panel ,"Because the service entrance conductors were hidden behind service panel components and were not readily visible, their amperage rating was not confirmed. The inspection company disclaims responsibility for identifying deficiencies that would required confirmation of the service entrance conductor amperage rating.",limit,,,,pro,0,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Entrance Cables,Service entrance cables: SEC markings illegible,Markings describing the amperage rating of the service entrance conductors were illegible and the Inspector was unable to confirm proper amperage rating. Confirmation of service entrance conductors amperage rating would require the services of a qualified electrical contractor. The conductors appeared to be the correct amperage.,limit,,,,pro,1,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Entrance Cables,Service entrance cables: SEC markings not visible,Markings describing the amperage rating of the service entrance conductors were not visible on the conductor insulation and the Inspector was unable to confirm proper amperage rating. Confirmation of correct service entrance conductor amperage rating would require the services of a qualified electrical contractor. The conductors appeared to be the correct amperage.,limit,,,,pro,2,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Drop,Service lateral: underground,Conductors supplying electricity to the home were buried underground.,info,,,,pro,3,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:35
Electrical,Service Panel,Service panel ampacity,,info,,"30 amps, 60 amps, 100 amps, 110 amps, 125 amps, 150 amp, 175 amps, 200 amps, 225 amps, 440 amps, 800 amps",,pro,8,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Panel,Service panel brand,,info,,"American Switch, Bryant, Challenger, Crouse-Hinds, Cutler-Hammer, Eaton, Federal Pacific Stab-Lok, Federal Pacific, Federal Pioneer, Frank Adams, General Electric, General Switch, Gould, Hitachi, Homeline, I-T-E, Leviton, Murray, Powell, Power Craft (Montgomery Ward), Roller Smith, Siemens, Square D, Sylvania, Truecraft, Trumbell Electric, Wadsworth, Zinsco",,pro,9,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Panel,Service panel exposure rating,,info,,"1, 3R, 3S, 4, 4X, 6, 12, 12K, 13",,pro,10,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Service Panel,Service panel location,,info,,"Garage, Basement, Mechanical room, Laundry room, Kitchen, Hallway closet, Main floor, Second floor, Lower floor, Home exterior front, Home exterior rear, Home exterior left side, Home exterior right side, Pole- home exterior front, Pole- home exterior rear, Pole- home exterior left side, Pole- home exterior right side",,pro,11,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:37
Electrical,Service Panel,Service panel type,,info,,"Surface mount, Flush mount, Load center, Main breaker load center, Main lug load center, Split-bus, Meter-main",,pro,12,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:37
Electrical,Service Panel,Service panel: working clearance inadequate,The electrical service panel had inadequate working clearance in front. Modern safety standards require a minimum open space 30 inches in width for a height of 6 feet-6 inches. Minimum clearance in front of the cabinet should be 3 feet. This condition should be corrected as necessary for safety reasons.,defect,0,,,diy,120,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:38
Electrical,Service Drop,Service-drop conductors: frayed or bare wires,The overhead electrical service conductors were frayed and energized wires were exposed to touch. You should contact your electrical service provider to discuss this potentially hazardous condition. Any work on the service conductors should be performed by qualified personnel only.,defect,1,,,pro,29,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:35
Electrical,Service Drop,Service-drop conductors: non-professional installation,The overhead service-drop conductors were improperly installed and appeared to have been installed by persons not familiar with safe electrical practices. Corrections should be made as necessary by qualified personnel only.,defect,1,,,electrician,30,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:35
Electrical,Service Drop,Service-drop conductors: trespass,"The overhead service-drop conductors pass over adjacent private property. This is permissible only if an easement exists. If no easement exists, as the future homeowner you may be required to pay the cost of moving the service wires. Depending on the situation this can be expensive. You should take action to confirm that an easement exists.",defect,1,,,pro,31,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:36
Electrical,Branch Circuits &amp; Devices,Smoke alarms: battery-powered,"Smoke alarms in the home were battery-operated. Because smoke alarms are an important safety feature, you should ignore the temptation to remove, but not replace a battery when the alert sound indicates that a battery has failed. Because smoke alarms are typically all installed at the same time, replacing the batteries in all alarms when a battery fails in one alarm is a good practice.",info,,,,pro,12,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:43
